New York Sports Club,"New York Sports Club, Avenue A, New York",TRX,Wednesday,6:30 p.m.,60min,10009,Paid,https://www.newyorksportsclubs.com/join/reserve/35283659
New York Sports Club,"New York Sports Club, 41st & 8th, New York",Functional Training,Wednesday,6:30 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/reserve/35283676
New York Sports Club,"New York Sports Club, 32nd & 7th, New York",Insanity,Wednesday,6:30 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35284264
New York Sports Club,"New York Sports Club, Commack, New York",Hatha Yoga,Wednesday,6:30 p.m.,60min,11725,Paid,https://www.newyorksportsclubs.com/join/try/35278742
New York Sports Club,"New York Sports Club, Croton-on-Hudson, New York",UXF,Wednesday,6:30 p.m.,60min,10520,Paid,https://www.newyorksportsclubs.com/join/reserve/35278769
New York Sports Club,"New York Sports Club, Croton-on-Hudson, New York",UXF,Wednesday,6:30 p.m.,60min,10520,Paid,https://www.newyorksportsclubs.com/join/reserve/35278771
New York Sports Club,"New York Sports Club, Dobbs Ferry, New York",BodyWedge21,Wednesday,6:30 p.m.,60min,10522,Paid,https://www.newyorksportsclubs.com/join/try/35278838
New York Sports Club,"New York Sports Club, East Brunswick, New York",Zumba,Wednesday,6:30 p.m.,60min,08816,Paid,https://www.newyorksportsclubs.com/join/try/35279010
New York Sports Club,"New York Sports Club, Great Neck, New York",Cycling,Wednesday,6:30 p.m.,45min,11021,Paid,https://www.newyorksportsclubs.com/join/try/35279267
New York Sports Club,"New York Sports Club, Greenwich, New York",Zumba,Wednesday,6:30 p.m.,60min,06830,Paid,https://www.newyorksportsclubs.com/join/try/35279276
New York Sports Club,"New York Sports Club, Hoboken North, New York",Total Body Conditioning,Wednesday,6:30 p.m.,60min,07030,Paid,https://www.newyorksportsclubs.com/join/try/35279945
New York Sports Club,"New York Sports Club, 62nd & Broadway, New York",Cycling,Wednesday,6:30 p.m.,45min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35281271
New York Sports Club,"New York Sports Club, Livingston, New York",Functional Training,Wednesday,6:30 p.m.,60min,07039,Paid,https://www.newyorksportsclubs.com/join/reserve/35281290
New York Sports Club,"New York Sports Club, Princeton, New York",Zumba,Wednesday,6:30 p.m.,60min,08540,Paid,https://www.newyorksportsclubs.com/join/try/35282410
New York Sports Club,"New York Sports Club, Smithtown, New York",Zumba,Wednesday,6:30 p.m.,60min,11787,Paid,https://www.newyorksportsclubs.com/join/try/35282493
New York Sports Club,"New York Sports Club, Smithtown, New York",Pilates Reformer,Wednesday,6:30 p.m.,60min,11787,Paid,https://www.newyorksportsclubs.com/join/reserve/35282494
New York Sports Club,"New York Sports Club, 48th & 6th  Rockefeller Center, New York",Zumba,Wednesday,6:30 p.m.,60min,10020,Paid,https://www.newyorksportsclubs.com/join/try/35283683
New York Sports Club,"New York Sports Club, 80th & Broadway, New York",UXF,Wednesday,6:30 p.m.,60min,10024,Paid,https://www.newyorksportsclubs.com/join/reserve/35283717
New York Sports Club,"New York Sports Club, Whitestone, New York",Cycling,Wednesday,6:30 p.m.,45min,11357,Paid,https://www.newyorksportsclubs.com/join/try/35283907
New York Sports Club,"New York Sports Club, 106th & 3rd, New York",Cardio Box,Wednesday,6:30 p.m.,60min,10017,Paid,https://www.newyorksportsclubs.com/join/try/35284252
New York Sports Club,"New York Sports Club, Butler, New York",Intermediate Swim,Wednesday,6:30 p.m.,30min,07405,Paid,https://www.newyorksportsclubs.com/clubs/butler
New York Sports Club,"New York Sports Club, Stamford - Commerce Road, New York",Tuff Teens,Wednesday,6:30 p.m.,30min,06902,Paid,https://www.newyorksportsclubs.com/clubs/stamford-commerce-road
New York Sports Club,"New York Sports Club, New Rochelle, New York",Pilates Reformer,Wednesday,6:30 p.m.,60min,10801,Paid,https://www.newyorksportsclubs.com/join/reserve/35282062
New York Sports Club,"New York Sports Club, Carmel, New York",Cycling,Wednesday,6:30 p.m.,45min,10512,Paid,https://www.newyorksportsclubs.com/join/try/35278698
New York Sports Club,"New York Sports Club, Carmel, New York",UXF,Wednesday,6:30 p.m.,60min,10512,Paid,https://www.newyorksportsclubs.com/join/reserve/35278699
New York Sports Club,"New York Sports Club, Brooklyn Heights, New York",Step,Wednesday,6:30 p.m.,60min,11201,Paid,https://www.newyorksportsclubs.com/join/try/35278753
New York Sports Club,"New York Sports Club, Deer Park, New York",Zumba,Wednesday,6:30 p.m.,60min,11729,Paid,https://www.newyorksportsclubs.com/join/try/35278778
New York Sports Club,"New York Sports Club, Hoboken North, New York",Cycling,Wednesday,6:30 p.m.,45min,07030,Paid,https://www.newyorksportsclubs.com/join/try/35279947
New York Sports Club,"New York Sports Club, Rego Park, New York",Cycling,Wednesday,6:30 p.m.,45min,11374,Paid,https://www.newyorksportsclubs.com/join/try/35282453
New York Sports Club,"New York Sports Club, Smithtown, New York",Cycling,Wednesday,6:30 p.m.,45min,11787,Paid,https://www.newyorksportsclubs.com/join/try/35282497
New York Sports Club,"New York Sports Club, Staten Island, New York",Cycling,Wednesday,6:30 p.m.,45min,10314,Paid,https://www.newyorksportsclubs.com/join/try/35282998
New York Sports Club,"New York Sports Club, 125th Street  Harlem USA, New York",Cycling,Wednesday,6:30 p.m.,45min,10027,Paid,https://www.newyorksportsclubs.com/join/try/35283608
New York Sports Club,"New York Sports Club, 38th & Broadway, New York",Total Body Conditioning,Wednesday,6:30 p.m.,60min,10018,Paid,https://www.newyorksportsclubs.com/join/try/35283665
New York Sports Club,"New York Sports Club, 48th & 6th  Rockefeller Center, New York",Cycling,Wednesday,6:30 p.m.,45min,10020,Paid,https://www.newyorksportsclubs.com/join/try/35283687
New York Sports Club,"New York Sports Club, 80th & Broadway, New York",Boxing Non-Contact,Wednesday,6:30 p.m.,60min,10024,Paid,https://www.newyorksportsclubs.com/join/try/35283719
New York Sports Club,"New York Sports Club, West Hartford, New York",Boot Camp,Wednesday,6:30 p.m.,60min,06107,Paid,https://www.newyorksportsclubs.com/join/try/35283735
New York Sports Club,"New York Sports Club, East Brunswick, New York",Elemental Swim,Wednesday,6:30 p.m.,30min,08816,Paid,https://www.newyorksportsclubs.com/clubs/east-brunswick
New York Sports Club,"New York Sports Club, Scarsdale, New York",Vinyasa Yoga,Wednesday,6:30 p.m.,60min,10583,Paid,https://www.newyorksportsclubs.com/join/try/35282476
New York Sports Club,"New York Sports Club, Clifton, New York",Cardio Sculpt,Wednesday,6:30 p.m.,60min,07014,Paid,https://www.newyorksportsclubs.com/join/try/35278715
New York Sports Club,"New York Sports Club, Brooklyn Heights, New York",Cycling,Wednesday,6:30 p.m.,45min,11201,Paid,https://www.newyorksportsclubs.com/join/try/35278756
New York Sports Club,"New York Sports Club, Croton-on-Hudson, New York",Zumba,Wednesday,6:30 p.m.,60min,10520,Paid,https://www.newyorksportsclubs.com/join/try/35278760
New York Sports Club,"New York Sports Club, Deer Park, New York",Cycling,Wednesday,6:30 p.m.,45min,11729,Paid,https://www.newyorksportsclubs.com/join/try/35278780
New York Sports Club,"New York Sports Club, Garden City, New York",Cycling,Wednesday,6:30 p.m.,45min,11530,Paid,https://www.newyorksportsclubs.com/join/try/35279215
New York Sports Club,"New York Sports Club, Greenwich, New York",Cycling,Wednesday,6:30 p.m.,45min,06830,Paid,https://www.newyorksportsclubs.com/join/try/35279282
New York Sports Club,"New York Sports Club, Long Beach, New York",Functional Training,Wednesday,6:30 p.m.,60min,11561,Paid,https://www.newyorksportsclubs.com/join/reserve/35281301
New York Sports Club,"New York Sports Club, 63rd & West End, New York",Pilates Mat,Wednesday,6:30 p.m.,60min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35283024
New York Sports Club,"New York Sports Club, 125th Street  Harlem USA, New York",Vinyasa Yoga,Wednesday,6:30 p.m.,60min,10027,Paid,https://www.newyorksportsclubs.com/join/try/35283610
New York Sports Club,"New York Sports Club, 41st & 8th, New York",Step,Wednesday,6:30 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35283668
New York Sports Club,"New York Sports Club, 73rd & Central Park West, New York",UXF,Wednesday,6:30 p.m.,60min,10023,Paid,https://www.newyorksportsclubs.com/join/reserve/35283705
New York Sports Club,"New York Sports Club, Massapequa, New York",UXF,Wednesday,6:30 p.m.,60min,11758,Paid,https://www.newyorksportsclubs.com/join/reserve/35284217
New York Sports Club,"New York Sports Club, Larchmont, New York",Pilates Mat,Wednesday,6:30 p.m.,60min,10538,Paid,https://www.newyorksportsclubs.com/join/try/35279988
New York Sports Club,"New York Sports Club, New Rochelle, New York",Cycling,Wednesday,6:30 p.m.,45min,10801,Paid,https://www.newyorksportsclubs.com/join/try/35282067
New York Sports Club,"New York Sports Club, Third Avenue, New York",BFX Build,Wednesday,6:35 p.m.,60min,10017,Paid,https://www.newyorksportsclubs.com/join/reserve/35284075
New York Sports Club,"New York Sports Club, Chelsea, New York",BFX Burn,Wednesday,6:35 p.m.,50min,10011,Paid,https://www.newyorksportsclubs.com/join/reserve/35284063
New York Sports Club,"New York Sports Club, Cobble Hill, New York",Cycling,Wednesday,6:45 p.m.,45min,11201,Paid,https://www.newyorksportsclubs.com/join/try/35278366
New York Sports Club,"New York Sports Club, Cobble Hill, New York",BODYPUMP,Wednesday,6:45 p.m.,60min,11201,Paid,https://www.newyorksportsclubs.com/join/try/35278375
New York Sports Club,"New York Sports Club, 49th & Broadway, New York",Boxing Non-Contact,Wednesday,6:45 p.m.,60min,10019,Paid,https://www.newyorksportsclubs.com/join/try/35278527
New York Sports Club,"New York Sports Club, 51st & Lexington, New York",Cycling,Wednesday,6:45 p.m.,45min,10022,Paid,https://www.newyorksportsclubs.com/join/try/35278955
New York Sports Club,"New York Sports Club, 76th & 1st, New York",Power Dance,Wednesday,6:45 p.m.,45min,10021,Paid,https://www.newyorksportsclubs.com/join/try/35278989
New York Sports Club,"New York Sports Club, Mercer Street, New York",Zumba,Wednesday,6:45 p.m.,45min,10012,Paid,https://www.newyorksportsclubs.com/join/try/35281968
New York Sports Club,"New York Sports Club, Mercer Street, New York",Cycling,Wednesday,6:45 p.m.,45min,10012,Paid,https://www.newyorksportsclubs.com/join/try/35281970
New York Sports Club,"New York Sports Club, Varick Street, New York",Boot Camp,Wednesday,6:45 p.m.,45min,10014,Paid,https://www.newyorksportsclubs.com/join/try/35283018
New York Sports Club,"New York Sports Club, 145th & Frederick Douglass Blvd., New York",Hip-Hop Dance,Wednesday,6:45 p.m.,60min,10039,Paid,https://www.newyorksportsclubs.com/join/try/35283622
New York Sports Club,"New York Sports Club, 16th & 8th, New York",Boot Camp,Wednesday,6:45 p.m.,45min,10011,Paid,https://www.newyorksportsclubs.com/join/try/35283631
New York Sports Club,"New York Sports Club, 23rd & 8th, New York",Abdominals,Wednesday,6:45 p.m.,30min,10011,Paid,https://www.newyorksportsclubs.com/join/try/35283639
New York Sports Club,"New York Sports Club, West Hartford, New York",Cycling,Wednesday,6:45 p.m.,60min,06107,Paid,https://www.newyorksportsclubs.com/join/try/35283739
New York Sports Club,"New York Sports Club, Astor Place, New York",RZ Core,Wednesday,6:45 p.m.,60min,10003,Paid,https://www.newyorksportsclubs.com/join/reserve/35284085
New York Sports Club,"New York Sports Club, Bayonne, New York",Zumba,Wednesday,7:00 p.m.,60min,07002,Paid,https://www.newyorksportsclubs.com/join/try/35278440
New York Sports Club,"New York Sports Club, 41st & 3rd, New York",Cardio Kickboxing,Wednesday,7:00 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35278931
New York Sports Club,"New York Sports Club, Ramsey, New York",Power Dance,Wednesday,7:00 p.m.,60min,07446,Paid,https://www.newyorksportsclubs.com/join/try/35282433
New York Sports Club,"New York Sports Club, Park Slope, New York",Functional Training,Wednesday,7:00 p.m.,60min,11215,Paid,https://www.newyorksportsclubs.com/join/reserve/35282626
New York Sports Club,"New York Sports Club, 94th & Broadway, New York",Step,Wednesday,7:00 p.m.,45min,11211,Paid,https://www.newyorksportsclubs.com/join/try/35283723
New York Sports Club,"New York Sports Club, Mamaroneck, New York",Zumba,Wednesday,7:00 p.m.,60min,10543,Paid,https://www.newyorksportsclubs.com/join/try/35281914
New York Sports Club,"New York Sports Club, Astoria, New York",Lift,Wednesday,7:00 p.m.,60min,11103,Paid,https://www.newyorksportsclubs.com/join/reserve/35278433
New York Sports Club,"New York Sports Club, Bayonne, New York",UXF,Wednesday,7:00 p.m.,60min,07002,Paid,https://www.newyorksportsclubs.com/join/reserve/35278443
New York Sports Club,"New York Sports Club, Bayonne, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,07002,Paid,https://www.newyorksportsclubs.com/join/try/35278458
New York Sports Club,"New York Sports Club, Butler, New York",Vinyasa Yoga,Wednesday,7:00 p.m.,60min,07405,Paid,https://www.newyorksportsclubs.com/join/try/35278547
New York Sports Club,"New York Sports Club, Clifton, New York",UXF,Wednesday,7:00 p.m.,60min,07014,Paid,https://www.newyorksportsclubs.com/join/reserve/35278721
New York Sports Club,"New York Sports Club, Brooklyn Heights, New York",Functional Training,Wednesday,7:00 p.m.,60min,11201,Paid,https://www.newyorksportsclubs.com/join/reserve/35278759
New York Sports Club,"New York Sports Club, 41st & 3rd, New York",Cycling,Wednesday,7:00 p.m.,45min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35278934
New York Sports Club,"New York Sports Club, 91st & 3rd, New York",Total Body Conditioning,Wednesday,7:00 p.m.,60min,10128,Paid,https://www.newyorksportsclubs.com/join/try/35278995
New York Sports Club,"New York Sports Club, East Brunswick, New York",UXF,Wednesday,7:00 p.m.,60min,08816,Paid,https://www.newyorksportsclubs.com/join/reserve/35279023
New York Sports Club,"New York Sports Club, Englewood, New York",Pilates Mat,Wednesday,7:00 p.m.,60min,07631,Paid,https://www.newyorksportsclubs.com/join/try/35279180
New York Sports Club,"New York Sports Club, Glendale - The Shops at Atlas Park, New York",Cycling,Wednesday,7:00 p.m.,45min,11385,Paid,https://www.newyorksportsclubs.com/join/try/35279242
New York Sports Club,"New York Sports Club, Irving Place, New York",Boxing,Wednesday,7:00 p.m.,60min,10003,Paid,https://www.newyorksportsclubs.com/join/reserve/35279973
New York Sports Club,"New York Sports Club, Oceanside, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11572,Paid,https://www.newyorksportsclubs.com/join/try/35282408
New York Sports Club,"New York Sports Club, 63rd & West End, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35283054
New York Sports Club,"New York Sports Club, 48th & 6th  Rockefeller Center, New York",Functional Training,Wednesday,7:00 p.m.,60min,10020,Paid,https://www.newyorksportsclubs.com/join/reserve/35283692
New York Sports Club,"New York Sports Club, Woodmere, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11598,Paid,https://www.newyorksportsclubs.com/join/try/35284043
New York Sports Club,"New York Sports Club, Massapequa, New York",Chisel,Wednesday,7:00 p.m.,45min,11758,Paid,https://www.newyorksportsclubs.com/join/try/35284220
New York Sports Club,"New York Sports Club, Mamaroneck, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10543,Paid,https://www.newyorksportsclubs.com/join/try/35281920
New York Sports Club,"New York Sports Club, West Nyack, New York",Vinyasa Yoga,Wednesday,7:00 p.m.,60min,10994,Paid,https://www.newyorksportsclubs.com/join/try/35283753
New York Sports Club,"New York Sports Club, Bay Ridge 86th Street, New York",Cardio Sculpt,Wednesday,7:00 p.m.,60min,11209,Paid,https://www.newyorksportsclubs.com/join/try/35278435
New York Sports Club,"New York Sports Club, Bayonne, New York",Functional Training,Wednesday,7:00 p.m.,60min,07002,Paid,https://www.newyorksportsclubs.com/join/reserve/35278459
New York Sports Club,"New York Sports Club, Brooklyn Belt, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11214,Paid,https://www.newyorksportsclubs.com/join/try/35278534
New York Sports Club,"New York Sports Club, 23rd & Park, New York",Pilates Reformer Signature Lvl 2,Wednesday,7:00 p.m.,60min,10010,Paid,https://www.newyorksportsclubs.com/join/reserve/35278905
New York Sports Club,"New York Sports Club, 41st & 3rd, New York",UXF,Wednesday,7:00 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/reserve/35278938
New York Sports Club,"New York Sports Club, East Brunswick, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,08816,Paid,https://www.newyorksportsclubs.com/join/try/35279049
New York Sports Club,"New York Sports Club, East Meadow, New York",Functional Training,Wednesday,7:00 p.m.,60min,11554,Paid,https://www.newyorksportsclubs.com/join/reserve/35279173
New York Sports Club,"New York Sports Club, Englewood, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,07631,Paid,https://www.newyorksportsclubs.com/join/try/35279184
New York Sports Club,"New York Sports Club, Englewood, New York",Core Conditioning,Wednesday,7:00 p.m.,30min,07631,Paid,https://www.newyorksportsclubs.com/join/try/35279185
New York Sports Club,"New York Sports Club, Hicksville, New York",Vinyasa Yoga,Wednesday,7:00 p.m.,60min,11801,Paid,https://www.newyorksportsclubs.com/join/try/35279307
New York Sports Club,"New York Sports Club, Hoboken, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,07030,Paid,https://www.newyorksportsclubs.com/join/try/35279958
New York Sports Club,"New York Sports Club, Hoboken, New York",Functional Training,Wednesday,7:00 p.m.,60min,07030,Paid,https://www.newyorksportsclubs.com/join/reserve/35279960
New York Sports Club,"New York Sports Club, Livingston, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,07039,Paid,https://www.newyorksportsclubs.com/join/try/35281289
New York Sports Club,"New York Sports Club, Syosset, New York",UXF,Wednesday,7:00 p.m.,60min,11791,Paid,https://www.newyorksportsclubs.com/join/reserve/35283015
New York Sports Club,"New York Sports Club, 73rd & Central Park West, New York",Cardio Kickboxing,Wednesday,7:00 p.m.,45min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35283697
New York Sports Club,"New York Sports Club, 94th & Broadway, New York",UXF,Wednesday,7:00 p.m.,60min,11211,Paid,https://www.newyorksportsclubs.com/join/reserve/35283729
New York Sports Club,"New York Sports Club, 106th & 3rd, New York",Cycling,Wednesday,7:00 p.m.,45min,10017,Paid,https://www.newyorksportsclubs.com/join/try/35284249
New York Sports Club,"New York Sports Club, Garnerville, New York",UXF,Wednesday,7:00 p.m.,60min,10923,Paid,https://www.newyorksportsclubs.com/join/reserve/35279228
New York Sports Club,"New York Sports Club, Garnerville, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10923,Paid,https://www.newyorksportsclubs.com/join/try/35279230
New York Sports Club,"New York Sports Club, Scarsdale, New York",Cycling,Wednesday,7:00 p.m.,45min,10583,Paid,https://www.newyorksportsclubs.com/join/try/35282472
New York Sports Club,"New York Sports Club, Bay Ridge 86th Street, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11209,Paid,https://www.newyorksportsclubs.com/join/try/35278438
New York Sports Club,"New York Sports Club, Carmel, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10512,Paid,https://www.newyorksportsclubs.com/join/try/35278700
New York Sports Club,"New York Sports Club, Commack, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11725,Paid,https://www.newyorksportsclubs.com/join/try/35278744
New York Sports Club,"New York Sports Club, 23rd & Park, New York",Cycling,Wednesday,7:00 p.m.,45min,10010,Paid,https://www.newyorksportsclubs.com/join/try/35278895
New York Sports Club,"New York Sports Club, 41st & 3rd, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35278940
New York Sports Club,"New York Sports Club, 76th & 1st, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10021,Paid,https://www.newyorksportsclubs.com/join/try/35278990
New York Sports Club,"New York Sports Club, 91st & 3rd, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10128,Paid,https://www.newyorksportsclubs.com/join/try/35279008
New York Sports Club,"New York Sports Club, Forest Hills, New York",UXF,Wednesday,7:00 p.m.,60min,11375,Paid,https://www.newyorksportsclubs.com/join/reserve/35279198
New York Sports Club,"New York Sports Club, Glendale - The Shops at Atlas Park, New York",Pilates Reformer,Wednesday,7:00 p.m.,60min,11385,Paid,https://www.newyorksportsclubs.com/join/reserve/35279237
New York Sports Club,"New York Sports Club, Hicksville, New York",UXF-Intro,Wednesday,7:00 p.m.,60min,11801,Paid,https://www.newyorksportsclubs.com/join/try/35279330
New York Sports Club,"New York Sports Club, Hicksville, New York",Functional Training,Wednesday,7:00 p.m.,60min,11801,Paid,https://www.newyorksportsclubs.com/join/reserve/35279332
New York Sports Club,"New York Sports Club, Matawan, New York",Burn,Wednesday,7:00 p.m.,60min,07747,Paid,https://www.newyorksportsclubs.com/join/try/35281961
New York Sports Club,"New York Sports Club, Park Slope, New York",Cycling,Wednesday,7:00 p.m.,45min,11215,Paid,https://www.newyorksportsclubs.com/join/try/35282621
New York Sports Club,"New York Sports Club, Springfield, New York",Kickboxing,Wednesday,7:00 p.m.,60min,07081,Paid,https://www.newyorksportsclubs.com/join/reserve/35282642
New York Sports Club,"New York Sports Club, Springfield, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,07081,Paid,https://www.newyorksportsclubs.com/join/try/35282644
New York Sports Club,"New York Sports Club, 145th & Frederick Douglass Blvd., New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10039,Paid,https://www.newyorksportsclubs.com/join/try/35283623
New York Sports Club,"New York Sports Club, Astor Place, New York",BODYPUMP,Wednesday,7:00 p.m.,60min,10003,Paid,https://www.newyorksportsclubs.com/join/try/35284082
New York Sports Club,"New York Sports Club, Butler, New York",Swim Team Prep Bronze,Wednesday,7:00 p.m.,45min,07405,Paid,https://www.newyorksportsclubs.com/clubs/butler
New York Sports Club,"New York Sports Club, Hartsdale, New York",Cycling,Wednesday,7:00 p.m.,45min,10530,Paid,https://www.newyorksportsclubs.com/join/try/35279289
New York Sports Club,"New York Sports Club, 91st & 3rd, New York",Aqua Workout,Wednesday,7:00 p.m.,60min,10128,Paid,https://www.newyorksportsclubs.com/join/try/35278993
New York Sports Club,"New York Sports Club, Great Neck, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11021,Paid,https://www.newyorksportsclubs.com/join/try/35279273
New York Sports Club,"New York Sports Club, Mercer Street, New York",Boxing Non-Contact,Wednesday,7:00 p.m.,60min,10012,Paid,https://www.newyorksportsclubs.com/join/try/35281977
New York Sports Club,"New York Sports Club, Mercer Street, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10012,Paid,https://www.newyorksportsclubs.com/join/try/35281978
New York Sports Club,"New York Sports Club, Princeton, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,08540,Paid,https://www.newyorksportsclubs.com/join/try/35282417
New York Sports Club,"New York Sports Club, Park Slope, New York",Vinyasa Yoga,Wednesday,7:00 p.m.,60min,11215,Paid,https://www.newyorksportsclubs.com/join/try/35282624
New York Sports Club,"New York Sports Club, Staten Island, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,10314,Paid,https://www.newyorksportsclubs.com/join/try/35283001
New York Sports Club,"New York Sports Club, Whitestone, New York",UXF-Intro,Wednesday,7:00 p.m.,30min,11357,Paid,https://www.newyorksportsclubs.com/join/try/35283913
New York Sports Club,"New York Sports Club, Cobble Hill, New York",Squash Clinics,Wednesday,7:15 p.m.,45min,11201,Paid,https://www.newyorksportsclubs.com/clubs/cobble-hill
New York Sports Club,"New York Sports Club, 36th & Madison, New York",Cycling,Wednesday,7:15 p.m.,45min,10016,Paid,https://www.newyorksportsclubs.com/join/try/35278919
New York Sports Club,"New York Sports Club, 36th & Madison, New York",UXF,Wednesday,7:15 p.m.,60min,10016,Paid,https://www.newyorksportsclubs.com/join/reserve/35278925
New York Sports Club,"New York Sports Club, 36th & Madison, New York",Ballet,Wednesday,7:15 p.m.,60min,10016,Paid,https://www.newyorksportsclubs.com/join/try/35278926
New York Sports Club,"New York Sports Club, 59th & Park, New York",Total Body Conditioning,Wednesday,7:15 p.m.,45min,10022,Paid,https://www.newyorksportsclubs.com/join/try/35278963
New York Sports Club,"New York Sports Club, Irving Place, New York",Cycling,Wednesday,7:15 p.m.,45min,10003,Paid,https://www.newyorksportsclubs.com/join/try/35279970
New York Sports Club,"New York Sports Club, 125th Street  Harlem USA, New York",Total Body Conditioning,Wednesday,7:15 p.m.,45min,10027,Paid,https://www.newyorksportsclubs.com/join/try/35283607
New York Sports Club,"New York Sports Club, Greenpoint, New York",BODYPUMP,Wednesday,7:15 p.m.,60min,11222,Paid,https://www.newyorksportsclubs.com/join/try/35283628
New York Sports Club,"New York Sports Club, 23rd & 8th, New York",Zumba,Wednesday,7:15 p.m.,60min,10011,Paid,https://www.newyorksportsclubs.com/join/try/35283640
New York Sports Club,"New York Sports Club, Avenue A, New York",Zumba,Wednesday,7:15 p.m.,60min,10009,Paid,https://www.newyorksportsclubs.com/join/try/35283654
New York Sports Club,"New York Sports Club, 73rd & Central Park West, New York",Cycling,Wednesday,7:15 p.m.,45min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35283702
New York Sports Club,"New York Sports Club, Bay Ridge, New York",Cycling,Wednesday,7:30 p.m.,45min,11209,Paid,https://www.newyorksportsclubs.com/join/try/35278504
New York Sports Club,"New York Sports Club, 49th & Broadway, New York",Total Body Conditioning,Wednesday,7:30 p.m.,60min,10019,Paid,https://www.newyorksportsclubs.com/join/try/35278520
New York Sports Club,"New York Sports Club, Clifton, New York",Vinyasa Yoga,Wednesday,7:30 p.m.,60min,07014,Paid,https://www.newyorksportsclubs.com/join/try/35278720
New York Sports Club,"New York Sports Club, Brooklyn Heights, New York",Vinyasa Yoga,Wednesday,7:30 p.m.,60min,11201,Paid,https://www.newyorksportsclubs.com/join/try/35278757
New York Sports Club,"New York Sports Club, Deer Park, New York",Core Conditioning,Wednesday,7:30 p.m.,30min,11729,Paid,https://www.newyorksportsclubs.com/join/try/35278790
New York Sports Club,"New York Sports Club, 48th & 2nd, New York",Total Body Conditioning,Wednesday,7:30 p.m.,60min,10017,Paid,https://www.newyorksportsclubs.com/join/try/35278947
New York Sports Club,"New York Sports Club, 76th & 1st, New York",Cycling,Wednesday,7:30 p.m.,45min,10021,Paid,https://www.newyorksportsclubs.com/join/try/35278980
New York Sports Club,"New York Sports Club, East Brunswick, New York",Vinyasa Yoga,Wednesday,7:30 p.m.,60min,08816,Paid,https://www.newyorksportsclubs.com/join/try/35279020
New York Sports Club,"New York Sports Club, Forest Hills, New York",Zumba,Wednesday,7:30 p.m.,60min,11375,Paid,https://www.newyorksportsclubs.com/join/try/35279191
New York Sports Club,"New York Sports Club, Great Neck, New York",Core Conditioning,Wednesday,7:30 p.m.,45min,11021,Paid,https://www.newyorksportsclubs.com/join/try/35279275
New York Sports Club,"New York Sports Club, Hoboken, New York",Cycling,Wednesday,7:30 p.m.,45min,07030,Paid,https://www.newyorksportsclubs.com/join/try/35279954
New York Sports Club,"New York Sports Club, 62nd & Broadway, New York",BODYPUMP,Wednesday,7:30 p.m.,45min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35281277
New York Sports Club,"New York Sports Club, Sunnyside, New York",UXF,Wednesday,7:30 p.m.,60min,11104,Paid,https://www.newyorksportsclubs.com/join/reserve/35283008
New York Sports Club,"New York Sports Club, 63rd & West End, New York",BODYPUMP,Wednesday,7:30 p.m.,60min,10023,Paid,https://www.newyorksportsclubs.com/join/try/35283053
New York Sports Club,"New York Sports Club, 125th Street  Harlem USA, New York",Core Conditioning,Wednesday,7:30 p.m.,45min,10027,Paid,https://www.newyorksportsclubs.com/join/try/35283613
New York Sports Club,"New York Sports Club, 41st & 8th, New York",Burn,Wednesday,7:30 p.m.,60min,10036,Paid,https://www.newyorksportsclubs.com/join/try/35283670
